-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723	-0.245723
-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544	-0.213544
-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364	-0.181364
-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184	-0.149184
-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004	-0.117004
-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824	-0.084824
-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644	-0.052644
-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465	-0.020465
0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715	0.011715
0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895	0.043895
0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075	0.076075
0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255	0.108255
0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435	0.140435
0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614	0.172614
0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794	0.204794
