-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821	-0.107821
-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839	-0.091839
-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856	-0.075856
-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873	-0.059873
-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891	-0.043891
-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908	-0.027908
-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925	-0.011925
0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058	0.004058
0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040	0.020040
0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023	0.036023
0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006	0.052006
0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988	0.067988
0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971	0.083971
0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954	0.099954
0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937	0.115937
