0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
0.159160	0.473100	0.787039	1.100979	1.414918	1.728858	2.042797	2.356737	2.670676	2.984616	3.298555	3.612495	3.926434	4.240374	4.554313	4.868253	5.182192	5.496132	5.810071	6.124011
