0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
0.314559	0.942313	1.570066	2.197820	2.825573	3.453327	4.081080	4.708834	5.336587	5.964341
