-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028	-0.158028
-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278	-0.137278
-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528	-0.116528
-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778	-0.095778
-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028	-0.075028
-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279	-0.054279
-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529	-0.033529
-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779	-0.012779
0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971	0.007971
0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721	0.028721
0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471	0.049471
0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220	0.070220
0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970	0.090970
0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720	0.111720
0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470	0.132470
