-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906	-0.169906
-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231	-0.153231
-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557	-0.136557
-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882	-0.119882
-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208	-0.103208
-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533	-0.086533
-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859	-0.069859
-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185	-0.053185
-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510	-0.036510
-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836	-0.019836
-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161	-0.003161
0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513	0.013513
0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188	0.030188
0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862	0.046862
0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537	0.063537
0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211	0.080211
0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886	0.096886
0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560	0.113560
0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234	0.130234
0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909	0.146909
