-0.089614	-0.089614	-0.089614	-0.089614	-0.089614	-0.089614	-0.089614	-0.089614	-0.089614	-0.089614
-0.069674	-0.069674	-0.069674	-0.069674	-0.069674	-0.069674	-0.069674	-0.069674	-0.069674	-0.069674
-0.049733	-0.049733	-0.049733	-0.049733	-0.049733	-0.049733	-0.049733	-0.049733	-0.049733	-0.049733
-0.029792	-0.029792	-0.029792	-0.029792	-0.029792	-0.029792	-0.029792	-0.029792	-0.029792	-0.029792
-0.009851	-0.009851	-0.009851	-0.009851	-0.009851	-0.009851	-0.009851	-0.009851	-0.009851	-0.009851
0.010090	0.010090	0.010090	0.010090	0.010090	0.010090	0.010090	0.010090	0.010090	0.010090
0.030030	0.030030	0.030030	0.030030	0.030030	0.030030	0.030030	0.030030	0.030030	0.030030
0.049971	0.049971	0.049971	0.049971	0.049971	0.049971	0.049971	0.049971	0.049971	0.049971
0.069912	0.069912	0.069912	0.069912	0.069912	0.069912	0.069912	0.069912	0.069912	0.069912
0.089853	0.089853	0.089853	0.089853	0.089853	0.089853	0.089853	0.089853	0.089853	0.089853
