0.000000	0.049062	0.000000	0.000012	0.000000	0.039408	0.004586	0.000000	0.000000	0.000000
0.016665	0.110378	0.001972	0.056825	1.711834	0.245102	0.003162	0.002455	0.000029	0.000000
0.306796	0.142515	0.105640	0.004516	0.790956	0.069137	1.477898	0.006043	0.139148	0.000022
0.129662	0.089321	0.015700	0.232565	0.270206	0.042682	0.192343	0.217845	0.049323	0.238437
0.080983	0.049033	0.167719	0.365816	3.900577	7.995889	0.180200	0.065541	0.510331	0.000783
0.073024	1.972347	0.078770	1.817217	0.254788	0.264271	0.214681	0.035760	0.139795	0.053770
0.079768	0.016454	0.036915	2.531571	0.174028	4.047517	0.057259	0.275491	0.032708	0.000964
0.002113	0.057296	0.064453	0.015163	1.919667	0.104252	0.000018	0.116697	0.001120	0.001985
0.000045	0.000000	0.022360	0.004800	0.087414	0.001244	0.000000	0.000993	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000066	0.000000	0.000000	0.000000	0.000000	0.000000
