-0.127052	-0.127052	-0.127052	-0.127052	-0.127052	-0.127052	-0.127052	-0.127052	-0.127052	-0.127052
-0.099395	-0.099395	-0.099395	-0.099395	-0.099395	-0.099395	-0.099395	-0.099395	-0.099395	-0.099395
-0.071739	-0.071739	-0.071739	-0.071739	-0.071739	-0.071739	-0.071739	-0.071739	-0.071739	-0.071739
-0.044082	-0.044082	-0.044082	-0.044082	-0.044082	-0.044082	-0.044082	-0.044082	-0.044082	-0.044082
-0.016425	-0.016425	-0.016425	-0.016425	-0.016425	-0.016425	-0.016425	-0.016425	-0.016425	-0.016425
0.011231	0.011231	0.011231	0.011231	0.011231	0.011231	0.011231	0.011231	0.011231	0.011231
0.038888	0.038888	0.038888	0.038888	0.038888	0.038888	0.038888	0.038888	0.038888	0.038888
0.066545	0.066545	0.066545	0.066545	0.066545	0.066545	0.066545	0.066545	0.066545	0.066545
0.094201	0.094201	0.094201	0.094201	0.094201	0.094201	0.094201	0.094201	0.094201	0.094201
0.121858	0.121858	0.121858	0.121858	0.121858	0.121858	0.121858	0.121858	0.121858	0.121858
