-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954	-0.196954
-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906	-0.171906
-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858	-0.146858
-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810	-0.121810
-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762	-0.096762
-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715	-0.071715
-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667	-0.046667
-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619	-0.021619
0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429	0.003429
0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477	0.028477
0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524	0.053524
0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572	0.078572
0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620	0.103620
0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668	0.128668
0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715	0.153715
