-0.123066	-0.123066	-0.123066	-0.123066	-0.123066	-0.123066	-0.123066	-0.123066	-0.123066	-0.123066
-0.096108	-0.096108	-0.096108	-0.096108	-0.096108	-0.096108	-0.096108	-0.096108	-0.096108	-0.096108
-0.069150	-0.069150	-0.069150	-0.069150	-0.069150	-0.069150	-0.069150	-0.069150	-0.069150	-0.069150
-0.042191	-0.042191	-0.042191	-0.042191	-0.042191	-0.042191	-0.042191	-0.042191	-0.042191	-0.042191
-0.015233	-0.015233	-0.015233	-0.015233	-0.015233	-0.015233	-0.015233	-0.015233	-0.015233	-0.015233
0.011725	0.011725	0.011725	0.011725	0.011725	0.011725	0.011725	0.011725	0.011725	0.011725
0.038684	0.038684	0.038684	0.038684	0.038684	0.038684	0.038684	0.038684	0.038684	0.038684
0.065642	0.065642	0.065642	0.065642	0.065642	0.065642	0.065642	0.065642	0.065642	0.065642
0.092600	0.092600	0.092600	0.092600	0.092600	0.092600	0.092600	0.092600	0.092600	0.092600
0.119559	0.119559	0.119559	0.119559	0.119559	0.119559	0.119559	0.119559	0.119559	0.119559
