-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422	-0.124422
-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751	-0.107751
-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079	-0.091079
-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408	-0.074408
-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736	-0.057736
-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064	-0.041064
-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393	-0.024393
-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721	-0.007721
0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950	0.008950
0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622	0.025622
0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294	0.042294
0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965	0.058965
0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637	0.075637
0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308	0.092308
0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980	0.108980
