-0.139174	-0.139174	-0.139174	-0.139174	-0.139174	-0.139174	-0.139174	-0.139174	-0.139174	-0.139174
-0.105257	-0.105257	-0.105257	-0.105257	-0.105257	-0.105257	-0.105257	-0.105257	-0.105257	-0.105257
-0.071341	-0.071341	-0.071341	-0.071341	-0.071341	-0.071341	-0.071341	-0.071341	-0.071341	-0.071341
-0.037424	-0.037424	-0.037424	-0.037424	-0.037424	-0.037424	-0.037424	-0.037424	-0.037424	-0.037424
-0.003508	-0.003508	-0.003508	-0.003508	-0.003508	-0.003508	-0.003508	-0.003508	-0.003508	-0.003508
0.030409	0.030409	0.030409	0.030409	0.030409	0.030409	0.030409	0.030409	0.030409	0.030409
0.064325	0.064325	0.064325	0.064325	0.064325	0.064325	0.064325	0.064325	0.064325	0.064325
0.098242	0.098242	0.098242	0.098242	0.098242	0.098242	0.098242	0.098242	0.098242	0.098242
0.132158	0.132158	0.132158	0.132158	0.132158	0.132158	0.132158	0.132158	0.132158	0.132158
0.166075	0.166075	0.166075	0.166075	0.166075	0.166075	0.166075	0.166075	0.166075	0.166075
