-0.195124	-0.195124	-0.195124	-0.195124	-0.195124	-0.195124	-0.195124	-0.195124	-0.195124	-0.195124
-0.153295	-0.153295	-0.153295	-0.153295	-0.153295	-0.153295	-0.153295	-0.153295	-0.153295	-0.153295
-0.111467	-0.111467	-0.111467	-0.111467	-0.111467	-0.111467	-0.111467	-0.111467	-0.111467	-0.111467
-0.069638	-0.069638	-0.069638	-0.069638	-0.069638	-0.069638	-0.069638	-0.069638	-0.069638	-0.069638
-0.027809	-0.027809	-0.027809	-0.027809	-0.027809	-0.027809	-0.027809	-0.027809	-0.027809	-0.027809
0.014019	0.014019	0.014019	0.014019	0.014019	0.014019	0.014019	0.014019	0.014019	0.014019
0.055848	0.055848	0.055848	0.055848	0.055848	0.055848	0.055848	0.055848	0.055848	0.055848
0.097677	0.097677	0.097677	0.097677	0.097677	0.097677	0.097677	0.097677	0.097677	0.097677
0.139505	0.139505	0.139505	0.139505	0.139505	0.139505	0.139505	0.139505	0.139505	0.139505
0.181334	0.181334	0.181334	0.181334	0.181334	0.181334	0.181334	0.181334	0.181334	0.181334
