-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363	-0.131363
-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871	-0.112871
-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379	-0.094379
-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887	-0.075887
-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395	-0.057395
-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903	-0.038903
-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411	-0.020411
-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919	-0.001919
0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574	0.016574
0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066	0.035066
0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558	0.053558
0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050	0.072050
0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542	0.090542
0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034	0.109034
0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526	0.127526
