0.000278	0.000029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016161	0.001987
0.087305	0.008233	10.863560	0.095514	0.021588	4.203498	0.985598	13.904368	0.239178	0.195076
0.000367	0.000542	0.000300	0.068022	0.031384	0.000800	0.001968	0.000573	0.000468	0.003468
0.185269	0.001199	0.998018	5.265678	1.173544	0.047216	0.000074	0.027428	0.040066	0.000616
0.000254	0.350395	0.722213	0.030590	0.003545	0.008339	0.008347	0.019319	0.046036	1.413078
0.001006	0.018403	0.002532	0.001155	0.009810	3.175227	0.003098	0.000759	0.004238	0.899941
0.004961	0.028029	1.997256	0.005785	0.350426	0.921806	0.066979	0.000114	0.000544	0.858037
0.031292	0.000974	0.122525	0.729503	0.043749	0.000000	0.005594	0.000662	1.570019	0.007000
0.000511	0.005338	0.092593	0.001755	0.000006	0.000000	0.000186	0.000046	0.063019	0.002021
0.000000	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.007805	0.000000	0.000003
