-0.162318	-0.162318	-0.162318	-0.162318	-0.162318	-0.162318	-0.162318	-0.162318	-0.162318	-0.162318
-0.124941	-0.124941	-0.124941	-0.124941	-0.124941	-0.124941	-0.124941	-0.124941	-0.124941	-0.124941
-0.087564	-0.087564	-0.087564	-0.087564	-0.087564	-0.087564	-0.087564	-0.087564	-0.087564	-0.087564
-0.050188	-0.050188	-0.050188	-0.050188	-0.050188	-0.050188	-0.050188	-0.050188	-0.050188	-0.050188
-0.012811	-0.012811	-0.012811	-0.012811	-0.012811	-0.012811	-0.012811	-0.012811	-0.012811	-0.012811
0.024566	0.024566	0.024566	0.024566	0.024566	0.024566	0.024566	0.024566	0.024566	0.024566
0.061942	0.061942	0.061942	0.061942	0.061942	0.061942	0.061942	0.061942	0.061942	0.061942
0.099319	0.099319	0.099319	0.099319	0.099319	0.099319	0.099319	0.099319	0.099319	0.099319
0.136696	0.136696	0.136696	0.136696	0.136696	0.136696	0.136696	0.136696	0.136696	0.136696
0.174073	0.174073	0.174073	0.174073	0.174073	0.174073	0.174073	0.174073	0.174073	0.174073
