0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
0.215081	0.632775	1.050469	1.468164	1.885858	2.303552	2.721247	3.138941	3.556635	3.974330	4.392024	4.809718	5.227413	5.645107	6.062801
