0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
0.317679	0.945108	1.572537	2.199966	2.827396	3.454825	4.082254	4.709684	5.337113	5.964542
