0.000092	0.000528	0.000008	0.000000	0.000021	0.000108	0.000002	0.000051	0.000000	0.000000
0.073534	0.000125	0.001258	0.013958	0.000157	0.043361	0.000044	0.207244	0.914031	1.255973
0.238548	0.000439	0.001179	5.002004	0.127931	20.014863	0.000192	0.002235	0.000527	0.000685
0.044441	1.483650	0.005280	0.001934	0.007871	0.010574	0.944687	0.000066	0.000162	0.002377
0.061143	1.685896	0.002048	0.118255	1.887620	2.546707	0.000190	0.000144	0.297711	0.002291
0.011684	0.004521	0.008769	0.004674	0.197200	0.125202	0.004427	0.000348	0.001006	0.002612
0.000015	0.015540	0.002116	0.000283	18.262615	0.006878	0.295498	0.000825	0.000018	0.525952
0.000469	0.084192	0.143176	0.937203	0.771361	5.365192	0.000716	0.017168	0.015840	0.023348
0.000923	0.148888	0.000007	0.001174	0.468014	0.002095	0.042366	0.000022	0.001083	0.000842
0.010519	0.000000	0.000004	0.030862	0.006426	0.000286	0.011414	0.000002	0.005629	0.024208
