-0.234353	-0.234353	-0.234353	-0.234353	-0.234353	-0.234353	-0.234353	-0.234353	-0.234353	-0.234353
-0.183555	-0.183555	-0.183555	-0.183555	-0.183555	-0.183555	-0.183555	-0.183555	-0.183555	-0.183555
-0.132757	-0.132757	-0.132757	-0.132757	-0.132757	-0.132757	-0.132757	-0.132757	-0.132757	-0.132757
-0.081959	-0.081959	-0.081959	-0.081959	-0.081959	-0.081959	-0.081959	-0.081959	-0.081959	-0.081959
-0.031161	-0.031161	-0.031161	-0.031161	-0.031161	-0.031161	-0.031161	-0.031161	-0.031161	-0.031161
0.019637	0.019637	0.019637	0.019637	0.019637	0.019637	0.019637	0.019637	0.019637	0.019637
0.070435	0.070435	0.070435	0.070435	0.070435	0.070435	0.070435	0.070435	0.070435	0.070435
0.121233	0.121233	0.121233	0.121233	0.121233	0.121233	0.121233	0.121233	0.121233	0.121233
0.172031	0.172031	0.172031	0.172031	0.172031	0.172031	0.172031	0.172031	0.172031	0.172031
0.222830	0.222830	0.222830	0.222830	0.222830	0.222830	0.222830	0.222830	0.222830	0.222830
