-0.147231	-0.147231	-0.147231	-0.147231	-0.147231	-0.147231	-0.147231	-0.147231	-0.147231	-0.147231
-0.114787	-0.114787	-0.114787	-0.114787	-0.114787	-0.114787	-0.114787	-0.114787	-0.114787	-0.114787
-0.082343	-0.082343	-0.082343	-0.082343	-0.082343	-0.082343	-0.082343	-0.082343	-0.082343	-0.082343
-0.049900	-0.049900	-0.049900	-0.049900	-0.049900	-0.049900	-0.049900	-0.049900	-0.049900	-0.049900
-0.017456	-0.017456	-0.017456	-0.017456	-0.017456	-0.017456	-0.017456	-0.017456	-0.017456	-0.017456
0.014988	0.014988	0.014988	0.014988	0.014988	0.014988	0.014988	0.014988	0.014988	0.014988
0.047432	0.047432	0.047432	0.047432	0.047432	0.047432	0.047432	0.047432	0.047432	0.047432
0.079876	0.079876	0.079876	0.079876	0.079876	0.079876	0.079876	0.079876	0.079876	0.079876
0.112320	0.112320	0.112320	0.112320	0.112320	0.112320	0.112320	0.112320	0.112320	0.112320
0.144764	0.144764	0.144764	0.144764	0.144764	0.144764	0.144764	0.144764	0.144764	0.144764
